ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.04 [],82.277,0.0,80,100
ROI.04 [],204.777,54.77699999999999,130,150
ROI.05 [],141.285,0.0,130,150
ROI.05 [],150.777,0.7769999999999868,130,150
ROI.05 [],153.784,3.783999999999992,130,150
ROI.05 [],204.278,54.27799999999999,130,150
ROI.06 [],135.777,0.0,130,150
ROI.06 [],153.784,3.783999999999992,130,150
ROI.11 [],104.276,4.275999999999996,80,100
ROI.16 [],101.286,1.2860000000000014,80,100
ROI.16 [],174.788,24.78800000000001,130,150
ROI.17 [],57.784,7.783999999999999,30,50
ROI.17 [],101.286,1.2860000000000014,80,100
ROI.24 [],36.278,0.0,30,50
ROI.24 [],49.277,0.0,30,50
ROI.24 [],55.776,5.776000000000003,30,50
ROI.24 [],61.777,11.777000000000001,30,50
ROI.24 [],95.277,0.0,80,100
ROI.24 [],103.777,3.777000000000001,80,100
ROI.24 [],111.778,11.778000000000006,80,100
ROI.24 [],204.278,54.27799999999999,130,150
ROI.25 [],102.777,2.777000000000001,80,100
