Time (s),ROI.01 [],ROI.02 [],ROI.03 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.000 [],ROI.24 [],ROI.25 []
0.257,0.0967682658964806,0.07619702337546484,0.08363972162788676,0.3770971249923899,0.03992065717027333,0.1776883196107793,0.17125561244834372,0.1413934490111171,0.0628465477507232,0.08346679485334234,0.02389999845657142,0.016996875938773415,0.06639848954310286,0.010011387193095942,0.010539916345349665,0.010611104140259033,0.056238822713409006,0.022170315579157385,0.11191699687271688,0.02293419693408246,0.052074116695645135,0.05033872543025862,0.11323549111124478,,0.15196184821990338,0.02434802889853403
0.777,0.09608756824466469,0.07461290405498393,0.08200545274347258,0.3430964509743032,0.020406281866728472,0.1642604454931794,0.14063239352952644,0.1003527699956327,0.056003516470076405,0.06681017534476222,0.026691227782106364,0.021716210577580684,0.07318864096765831,0.009443659199125204,0.007803226270432806,0.009482622033493733,0.050178996603882045,0.029139077325660557,0.10579115689412004,0.013632322185572615,0.05056397055085892,0.04852872339114639,0.08441443919020532,,0.1272172400605995,0.022121324758349027
1.277,0.11085579739529865,0.0737689277213163,0.11159816907274149,0.32079044012266456,0.014620377851569466,0.1517761902174531,0.12026779054041052,0.11965542572932913,0.05068686005190802,0.057752301208305094,0.030757754572095782,0.03289081877982529,0.06256386289250626,0.010057576144147599,0.0090028858536107,0.010654734904120876,0.052659471138919056,0.032491166300270546,0.07395818896525921,0.015230657894055127,0.052195681327328755,0.043043702354243533,0.0883922899429152,,0.11376840829656948,0.018966366079042115
1.787,0.10545890269085363,0.06474705076033245,0.11694734520071727,0.29856924858878875,0.013676302095064072,0.11608167774516231,0.0951958472986224,0.05527365685998333,0.045019329395692594,0.04521793534627161,0.026003408459414984,0.019396091093323978,0.04757810280726124,0.006914862396158139,0.007389361279332344,0.007148022523792872,0.05025931735584843,0.023415152781989624,0.06409007054112058,0.011071159863969126,0.04397316541818239,0.03478416522541578,0.060150195255571325,,0.09853487478044913,0.01633869576687808
2.278,0.09360603996026272,0.05427681807353825,0.11862551996290101,0.29570722394339094,0.010241404268652894,0.10290243929096941,0.09513767435745375,0.06719324406081367,0.03986363664135268,0.04268502597298433,0.023938959911131666,0.023646452704738488,0.05547457468826092,0.0068983784750373195,0.008021400475628614,0.008402474880816928,0.05143593839761454,0.024228678582401738,0.05354476163760087,0.008318330506752325,0.037018122164396754,0.03503316548008179,0.08015366791136083,,0.09324529776660109,0.012673610785076048
2.787,0.08615137594290542,0.04295780460979882,0.1162192901345752,0.28921828443243713,0.02114254233170494,0.08465050604800817,0.09060238776804751,0.07273886395480797,0.035477169491343254,0.04086146510703018,0.020561670957998563,0.01589986266174458,0.03747029531049052,0.006164448177234244,0.008941660818808416,0.007884212219159789,0.049566876971495644,0.016010459610806688,0.06038532738290068,0.007112769622103584,0.028512779920908123,0.02909988952249367,0.048992473669205755,,0.07044342636927117,0.012926774322726872
3.277,0.07460460714773633,0.04491668796759721,0.08858993850314757,0.2614222401444123,0.014265001318601435,0.08968473287884784,0.06141987028744565,0.061791638680835835,0.03167068680079998,0.03177352379521618,0.019761502027581986,0.013529484329539484,0.03435099677012927,0.006955184061009181,0.006420549125251177,0.010235808142486603,0.05136216549136138,0.018092153535628208,0.032758443668140534,0.004205393864877626,0.026496193521624238,0.028211230715551535,0.07077562377062109,,0.057907916412499635,0.013316436192466478
3.79,0.056910216829361523,0.03531256674503495,0.07385582823690451,0.23187989046192314,0.02342461681668525,0.0944834414683129,0.06598526668767388,0.07236595855476267,0.029351099616909848,0.031329790720696554,0.01233127090384741,0.001070749147193074,-0.0022517293567189942,0.0034127769648341732,0.004956021695190682,0.006867958882049068,0.047791783446954506,0.001255938271593223,0.008462135937893557,0.002932889455867301,0.020124672787986405,0.02253103823971235,0.053695459267947554,,0.04056725778040755,0.008612131791363192
4.277,0.055841697712666345,0.038069944567157905,0.06899558939132203,0.22406135775096891,0.019003561070084992,0.09089174260581553,0.08589019044910907,0.09726650735939625,0.027180766381515533,0.029410799050096626,0.014531905682528093,0.0038465650017652847,0.008596862007352869,0.005443575154213047,0.004428098128834224,0.005525994947348192,0.045432261109190825,0.010310872649640706,0.02548907134764198,0.006881060022282497,0.02134935219867623,0.02113727229930425,0.043497422532515345,,0.043800094664352245,0.008653997017727913
4.775,0.049067658106134726,0.04431869971380432,0.06737823374640924,0.21985644258045867,0.012500481731965399,0.0714235450353729,0.06825403967426164,0.06998203564282757,0.02287434403875036,0.026323960709406014,0.017457650993301984,0.013336911536875813,0.026555641476948846,0.004808197872636483,0.004791421616061539,0.005029565762740278,0.040680853804067565,0.017285111110116762,0.0208498541910084,0.005679455470656323,0.022432932214733355,0.02151161418334616,0.030551777826401987,,0.039789735946033106,0.007804468893202224
