ROI_A,ROI_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],ROI.03 [],1,1,1.0,1.0,1.0,ns
ROI.01 [],ROI.04 [],1,2,1.0,1.0,1.0,ns
ROI.01 [],ROI.06 [],1,1,1.0,1.0,1.0,ns
ROI.01 [],ROI.09 [],1,7,1.0,1.1428571428571428,1.0,ns
ROI.01 [],ROI.10 [],1,8,1.0,1.375,1.0,ns
ROI.01 [],ROI.11 [],1,7,1.0,1.2857142857142858,1.0,ns
ROI.01 [],ROI.12 [],1,6,1.0,1.1666666666666667,1.0,ns
ROI.01 [],ROI.13 [],1,7,1.0,1.1428571428571428,1.0,ns
ROI.01 [],ROI.14 [],1,5,1.0,1.0,1.0,ns
ROI.01 [],ROI.16 [],1,5,1.0,1.6,1.0,ns
ROI.01 [],ROI.17 [],1,6,1.0,1.3333333333333333,1.0,ns
ROI.01 [],ROI.18 [],1,7,1.0,1.4285714285714286,1.0,ns
ROI.01 [],ROI.19 [],1,7,1.0,1.2857142857142858,1.0,ns
ROI.01 [],ROI.20 [],1,5,1.0,1.0,1.0,ns
ROI.01 [],ROI.21 [],1,6,1.0,1.0,1.0,ns
ROI.01 [],ROI.22 [],1,11,1.0,1.9090909090909092,1.0,ns
ROI.01 [],ROI.27 [],1,1,1.0,1.0,1.0,ns
ROI.01 [],ROI.31 [],1,8,1.0,1.875,1.0,ns
ROI.01 [],ROI.A [],1,3,1.0,1.0,1.0,ns
ROI.01 [],ROI.B [],1,2,1.0,1.0,1.0,ns
ROI.01 [],ROI.C [],1,2,1.0,1.0,1.0,ns
ROI.01 [],ROI.D [],1,11,1.0,1.9090909090909092,1.0,ns
ROI.01 [],ROI.E [],1,8,1.0,1.5,1.0,ns
ROI.01 [],ROI.F [],1,8,1.0,1.625,1.0,ns
ROI.03 [],ROI.04 [],1,2,1.0,1.0,1.0,ns
ROI.03 [],ROI.06 [],1,1,1.0,1.0,1.0,ns
ROI.03 [],ROI.09 [],1,7,1.0,1.1428571428571428,1.0,ns
ROI.03 [],ROI.10 [],1,8,1.0,1.375,1.0,ns
ROI.03 [],ROI.11 [],1,7,1.0,1.2857142857142858,1.0,ns
ROI.03 [],ROI.12 [],1,6,1.0,1.1666666666666667,1.0,ns
ROI.03 [],ROI.13 [],1,7,1.0,1.1428571428571428,1.0,ns
ROI.03 [],ROI.14 [],1,5,1.0,1.0,1.0,ns
ROI.03 [],ROI.16 [],1,5,1.0,1.6,1.0,ns
ROI.03 [],ROI.17 [],1,6,1.0,1.3333333333333333,1.0,ns
ROI.03 [],ROI.18 [],1,7,1.0,1.4285714285714286,1.0,ns
ROI.03 [],ROI.19 [],1,7,1.0,1.2857142857142858,1.0,ns
ROI.03 [],ROI.20 [],1,5,1.0,1.0,1.0,ns
ROI.03 [],ROI.21 [],1,6,1.0,1.0,1.0,ns
ROI.03 [],ROI.22 [],1,11,1.0,1.9090909090909092,1.0,ns
ROI.03 [],ROI.27 [],1,1,1.0,1.0,1.0,ns
ROI.03 [],ROI.31 [],1,8,1.0,1.875,1.0,ns
ROI.03 [],ROI.A [],1,3,1.0,1.0,1.0,ns
ROI.03 [],ROI.B [],1,2,1.0,1.0,1.0,ns
ROI.03 [],ROI.C [],1,2,1.0,1.0,1.0,ns
ROI.03 [],ROI.D [],1,11,1.0,1.9090909090909092,1.0,ns
ROI.03 [],ROI.E [],1,8,1.0,1.5,1.0,ns
ROI.03 [],ROI.F [],1,8,1.0,1.625,1.0,ns
ROI.04 [],ROI.06 [],2,1,1.0,1.0,1.0,ns
ROI.04 [],ROI.09 [],2,7,1.0,1.1428571428571428,0.7892680261342813,ns
ROI.04 [],ROI.10 [],2,8,1.0,1.375,0.4131761509873123,ns
ROI.04 [],ROI.11 [],2,7,1.0,1.2857142857142858,0.5444539772747026,ns
ROI.04 [],ROI.12 [],2,6,1.0,1.1666666666666667,0.7728299926844475,ns
ROI.04 [],ROI.13 [],2,7,1.0,1.1428571428571428,0.7892680261342813,ns
ROI.04 [],ROI.14 [],2,5,1.0,1.0,1.0,ns
ROI.04 [],ROI.16 [],2,5,1.0,1.6,0.46871658244620706,ns
ROI.04 [],ROI.17 [],2,6,1.0,1.3333333333333333,0.5083315735521454,ns
ROI.04 [],ROI.18 [],2,7,1.0,1.4285714285714286,0.3729984836134872,ns
ROI.04 [],ROI.19 [],2,7,1.0,1.2857142857142858,0.5444539772747026,ns
ROI.04 [],ROI.20 [],2,5,1.0,1.0,1.0,ns
ROI.04 [],ROI.21 [],2,6,1.0,1.0,1.0,ns
ROI.04 [],ROI.22 [],2,11,1.0,1.9090909090909092,0.3094485083332209,ns
ROI.04 [],ROI.27 [],2,1,1.0,1.0,1.0,ns
ROI.04 [],ROI.31 [],2,8,1.0,1.875,0.41974050259541473,ns
ROI.04 [],ROI.A [],2,3,1.0,1.0,1.0,ns
ROI.04 [],ROI.B [],2,2,1.0,1.0,1.0,ns
ROI.04 [],ROI.C [],2,2,1.0,1.0,1.0,ns
ROI.04 [],ROI.D [],2,11,1.0,1.9090909090909092,0.3094485083332209,ns
ROI.04 [],ROI.E [],2,8,1.0,1.5,0.2838764745722945,ns
ROI.04 [],ROI.F [],2,8,1.0,1.625,0.29564182120919824,ns
ROI.06 [],ROI.09 [],1,7,1.0,1.1428571428571428,1.0,ns
ROI.06 [],ROI.10 [],1,8,1.0,1.375,1.0,ns
ROI.06 [],ROI.11 [],1,7,1.0,1.2857142857142858,1.0,ns
ROI.06 [],ROI.12 [],1,6,1.0,1.1666666666666667,1.0,ns
ROI.06 [],ROI.13 [],1,7,1.0,1.1428571428571428,1.0,ns
ROI.06 [],ROI.14 [],1,5,1.0,1.0,1.0,ns
ROI.06 [],ROI.16 [],1,5,1.0,1.6,1.0,ns
ROI.06 [],ROI.17 [],1,6,1.0,1.3333333333333333,1.0,ns
ROI.06 [],ROI.18 [],1,7,1.0,1.4285714285714286,1.0,ns
ROI.06 [],ROI.19 [],1,7,1.0,1.2857142857142858,1.0,ns
ROI.06 [],ROI.20 [],1,5,1.0,1.0,1.0,ns
ROI.06 [],ROI.21 [],1,6,1.0,1.0,1.0,ns
ROI.06 [],ROI.22 [],1,11,1.0,1.9090909090909092,1.0,ns
ROI.06 [],ROI.27 [],1,1,1.0,1.0,1.0,ns
ROI.06 [],ROI.31 [],1,8,1.0,1.875,1.0,ns
ROI.06 [],ROI.A [],1,3,1.0,1.0,1.0,ns
ROI.06 [],ROI.B [],1,2,1.0,1.0,1.0,ns
ROI.06 [],ROI.C [],1,2,1.0,1.0,1.0,ns
ROI.06 [],ROI.D [],1,11,1.0,1.9090909090909092,1.0,ns
ROI.06 [],ROI.E [],1,8,1.0,1.5,1.0,ns
ROI.06 [],ROI.F [],1,8,1.0,1.625,1.0,ns
ROI.09 [],ROI.10 [],7,8,1.1428571428571428,1.375,0.36571229628151325,ns
ROI.09 [],ROI.11 [],7,7,1.1428571428571428,1.2857142857142858,0.5905893288544701,ns
ROI.09 [],ROI.12 [],7,6,1.1428571428571428,1.1666666666666667,1.0,ns
ROI.09 [],ROI.13 [],7,7,1.1428571428571428,1.1428571428571428,1.0,ns
ROI.09 [],ROI.14 [],7,5,1.1428571428571428,1.0,0.49896229860376107,ns
ROI.09 [],ROI.16 [],7,5,1.1428571428571428,1.6,0.33597904704657144,ns
ROI.09 [],ROI.17 [],7,6,1.1428571428571428,1.3333333333333333,0.4945246678838705,ns
ROI.09 [],ROI.18 [],7,7,1.1428571428571428,1.4285714285714286,0.2897207916270169,ns
ROI.09 [],ROI.19 [],7,7,1.1428571428571428,1.2857142857142858,0.5905893288544701,ns
ROI.09 [],ROI.20 [],7,5,1.1428571428571428,1.0,0.49896229860376107,ns
ROI.09 [],ROI.21 [],7,6,1.1428571428571428,1.0,0.4404006981390032,ns
ROI.09 [],ROI.22 [],7,11,1.1428571428571428,1.9090909090909092,0.15926914153362437,ns
ROI.09 [],ROI.27 [],7,1,1.1428571428571428,1.0,1.0,ns
ROI.09 [],ROI.31 [],7,8,1.1428571428571428,1.875,0.297075080253722,ns
ROI.09 [],ROI.A [],7,3,1.1428571428571428,1.0,0.6625205835400574,ns
ROI.09 [],ROI.B [],7,2,1.1428571428571428,1.0,0.7892680261342813,ns
ROI.09 [],ROI.C [],7,2,1.1428571428571428,1.0,0.7892680261342813,ns
ROI.09 [],ROI.D [],7,11,1.1428571428571428,1.9090909090909092,0.15926914153362437,ns
ROI.09 [],ROI.E [],7,8,1.1428571428571428,1.5,0.1791091927267221,ns
ROI.09 [],ROI.F [],7,8,1.1428571428571428,1.625,0.16279692662103762,ns
ROI.10 [],ROI.11 [],8,7,1.375,1.2857142857142858,0.7772974107895215,ns
ROI.10 [],ROI.12 [],8,6,1.375,1.1666666666666667,0.45895683448730085,ns
ROI.10 [],ROI.13 [],8,7,1.375,1.1428571428571428,0.36571229628151325,ns
ROI.10 [],ROI.14 [],8,5,1.375,1.0,0.16151331846754213,ns
ROI.10 [],ROI.16 [],8,5,1.375,1.6,0.7987609639171032,ns
ROI.10 [],ROI.17 [],8,6,1.375,1.3333333333333333,0.9381628590181134,ns
ROI.10 [],ROI.18 [],8,7,1.375,1.4285714285714286,0.8917558535067943,ns
ROI.10 [],ROI.19 [],8,7,1.375,1.2857142857142858,0.7772974107895215,ns
ROI.10 [],ROI.20 [],8,5,1.375,1.0,0.16151331846754213,ns
ROI.10 [],ROI.21 [],8,6,1.375,1.0,0.12354108939024455,ns
ROI.10 [],ROI.22 [],8,11,1.375,1.9090909090909092,0.4855663766967093,ns
ROI.10 [],ROI.27 [],8,1,1.375,1.0,1.0,ns
ROI.10 [],ROI.31 [],8,8,1.375,1.875,0.7603899357833062,ns
ROI.10 [],ROI.A [],8,3,1.375,1.0,0.29184054514378843,ns
ROI.10 [],ROI.B [],8,2,1.375,1.0,0.4131761509873123,ns
ROI.10 [],ROI.C [],8,2,1.375,1.0,0.4131761509873123,ns
ROI.10 [],ROI.D [],8,11,1.375,1.9090909090909092,0.4855663766967093,ns
ROI.10 [],ROI.E [],8,8,1.375,1.5,0.6694111706224701,ns
ROI.10 [],ROI.F [],8,8,1.375,1.625,0.5500973172303969,ns
ROI.11 [],ROI.12 [],7,6,1.2857142857142858,1.1666666666666667,0.6962703401140228,ns
ROI.11 [],ROI.13 [],7,7,1.2857142857142858,1.1428571428571428,0.5905893288544701,ns
ROI.11 [],ROI.14 [],7,5,1.2857142857142858,1.0,0.25923136541396175,ns
ROI.11 [],ROI.16 [],7,5,1.2857142857142858,1.6,0.6255852315243253,ns
ROI.11 [],ROI.17 [],7,6,1.2857142857142858,1.3333333333333333,0.9290127047257105,ns
ROI.11 [],ROI.18 [],7,7,1.2857142857142858,1.4285714285714286,0.6450135373174171,ns
ROI.11 [],ROI.19 [],7,7,1.2857142857142858,1.2857142857142858,1.0,ns
ROI.11 [],ROI.20 [],7,5,1.2857142857142858,1.0,0.25923136541396175,ns
ROI.11 [],ROI.21 [],7,6,1.2857142857142858,1.0,0.20999967175560952,ns
ROI.11 [],ROI.22 [],7,11,1.2857142857142858,1.9090909090909092,0.3503063327179553,ns
ROI.11 [],ROI.27 [],7,1,1.2857142857142858,1.0,1.0,ns
ROI.11 [],ROI.31 [],7,8,1.2857142857142858,1.875,0.5790997419539188,ns
ROI.11 [],ROI.A [],7,3,1.2857142857142858,1.0,0.4131761509873123,ns
ROI.11 [],ROI.B [],7,2,1.2857142857142858,1.0,0.5444539772747026,ns
ROI.11 [],ROI.C [],7,2,1.2857142857142858,1.0,0.5444539772747026,ns
ROI.11 [],ROI.D [],7,11,1.2857142857142858,1.9090909090909092,0.3503063327179553,ns
ROI.11 [],ROI.E [],7,8,1.2857142857142858,1.5,0.4541856382715067,ns
ROI.11 [],ROI.F [],7,8,1.2857142857142858,1.625,0.3850664818284828,ns
ROI.12 [],ROI.13 [],6,7,1.1666666666666667,1.1428571428571428,1.0,ns
ROI.12 [],ROI.14 [],6,5,1.1666666666666667,1.0,0.4652088184521418,ns
ROI.12 [],ROI.16 [],6,5,1.1666666666666667,1.6,0.4146487330272075,ns
ROI.12 [],ROI.17 [],6,6,1.1666666666666667,1.3333333333333333,0.5947925222500688,ns
ROI.12 [],ROI.18 [],6,7,1.1666666666666667,1.4285714285714286,0.3729984836134872,ns
ROI.12 [],ROI.19 [],6,7,1.1666666666666667,1.2857142857142858,0.6962703401140228,ns
ROI.12 [],ROI.20 [],6,5,1.1666666666666667,1.0,0.4652088184521418,ns
ROI.12 [],ROI.21 [],6,6,1.1666666666666667,1.0,0.40465676192728617,ns
ROI.12 [],ROI.22 [],6,11,1.1666666666666667,1.9090909090909092,0.21497396260258428,ns
ROI.12 [],ROI.27 [],6,1,1.1666666666666667,1.0,1.0,ns
ROI.12 [],ROI.31 [],6,8,1.1666666666666667,1.875,0.37213788126451586,ns
ROI.12 [],ROI.A [],6,3,1.1666666666666667,1.0,0.6373518882339371,ns
ROI.12 [],ROI.B [],6,2,1.1666666666666667,1.0,0.7728299926844475,ns
ROI.12 [],ROI.C [],6,2,1.1666666666666667,1.0,0.7728299926844475,ns
ROI.12 [],ROI.D [],6,11,1.1666666666666667,1.9090909090909092,0.21497396260258428,ns
ROI.12 [],ROI.E [],6,8,1.1666666666666667,1.5,0.24455101327755535,ns
ROI.12 [],ROI.F [],6,8,1.1666666666666667,1.625,0.22169999376487637,ns
ROI.13 [],ROI.14 [],7,5,1.1428571428571428,1.0,0.49896229860376107,ns
ROI.13 [],ROI.16 [],7,5,1.1428571428571428,1.6,0.33597904704657144,ns
ROI.13 [],ROI.17 [],7,6,1.1428571428571428,1.3333333333333333,0.4945246678838705,ns
ROI.13 [],ROI.18 [],7,7,1.1428571428571428,1.4285714285714286,0.2897207916270169,ns
ROI.13 [],ROI.19 [],7,7,1.1428571428571428,1.2857142857142858,0.5905893288544701,ns
ROI.13 [],ROI.20 [],7,5,1.1428571428571428,1.0,0.49896229860376107,ns
ROI.13 [],ROI.21 [],7,6,1.1428571428571428,1.0,0.4404006981390032,ns
ROI.13 [],ROI.22 [],7,11,1.1428571428571428,1.9090909090909092,0.15926914153362437,ns
ROI.13 [],ROI.27 [],7,1,1.1428571428571428,1.0,1.0,ns
ROI.13 [],ROI.31 [],7,8,1.1428571428571428,1.875,0.297075080253722,ns
ROI.13 [],ROI.A [],7,3,1.1428571428571428,1.0,0.6625205835400574,ns
ROI.13 [],ROI.B [],7,2,1.1428571428571428,1.0,0.7892680261342813,ns
ROI.13 [],ROI.C [],7,2,1.1428571428571428,1.0,0.7892680261342813,ns
ROI.13 [],ROI.D [],7,11,1.1428571428571428,1.9090909090909092,0.15926914153362437,ns
ROI.13 [],ROI.E [],7,8,1.1428571428571428,1.5,0.1791091927267221,ns
ROI.13 [],ROI.F [],7,8,1.1428571428571428,1.625,0.16279692662103762,ns
ROI.14 [],ROI.16 [],5,5,1.0,1.6,0.17971249487899976,ns
ROI.14 [],ROI.17 [],5,6,1.0,1.3333333333333333,0.22067136191984693,ns
ROI.14 [],ROI.18 [],5,7,1.0,1.4285714285714286,0.1309267579872193,ns
ROI.14 [],ROI.19 [],5,7,1.0,1.2857142857142858,0.25923136541396175,ns
ROI.14 [],ROI.20 [],5,5,1.0,1.0,1.0,ns
ROI.14 [],ROI.21 [],5,6,1.0,1.0,1.0,ns
ROI.14 [],ROI.22 [],5,11,1.0,1.9090909090909092,0.09762342922362573,ns
ROI.14 [],ROI.27 [],5,1,1.0,1.0,1.0,ns
ROI.14 [],ROI.31 [],5,8,1.0,1.875,0.16472529567135286,ns
ROI.14 [],ROI.A [],5,3,1.0,1.0,1.0,ns
ROI.14 [],ROI.B [],5,2,1.0,1.0,1.0,ns
ROI.14 [],ROI.C [],5,2,1.0,1.0,1.0,ns
ROI.14 [],ROI.D [],5,11,1.0,1.9090909090909092,0.09762342922362573,ns
ROI.14 [],ROI.E [],5,8,1.0,1.5,0.0828374251588063,ns
ROI.14 [],ROI.F [],5,8,1.0,1.625,0.08677936845435746,ns
ROI.16 [],ROI.17 [],5,6,1.6,1.3333333333333333,0.748111259411008,ns
ROI.16 [],ROI.18 [],5,7,1.6,1.4285714285714286,0.9262356363136239,ns
ROI.16 [],ROI.19 [],5,7,1.6,1.2857142857142858,0.6255852315243253,ns
ROI.16 [],ROI.20 [],5,5,1.6,1.0,0.17971249487899976,ns
ROI.16 [],ROI.21 [],5,6,1.6,1.0,0.13638021563578917,ns
ROI.16 [],ROI.22 [],5,11,1.6,1.9090909090909092,0.8014446887637376,ns
ROI.16 [],ROI.27 [],5,1,1.6,1.0,1.0,ns
ROI.16 [],ROI.31 [],5,8,1.6,1.875,0.9332536551089275,ns
ROI.16 [],ROI.A [],5,3,1.6,1.0,0.3291139859786082,ns
ROI.16 [],ROI.B [],5,2,1.6,1.0,0.46871658244620706,ns
ROI.16 [],ROI.C [],5,2,1.6,1.0,0.46871658244620706,ns
ROI.16 [],ROI.D [],5,11,1.6,1.9090909090909092,0.7536886065588464,ns
ROI.16 [],ROI.E [],5,8,1.6,1.5,1.0,ns
ROI.16 [],ROI.F [],5,8,1.6,1.625,0.9354190971216529,ns
ROI.17 [],ROI.18 [],6,7,1.3333333333333333,1.4285714285714286,0.7998461056624733,ns
ROI.17 [],ROI.19 [],6,7,1.3333333333333333,1.2857142857142858,0.9290127047257105,ns
ROI.17 [],ROI.20 [],6,5,1.3333333333333333,1.0,0.22067136191984693,ns
ROI.17 [],ROI.21 [],6,6,1.3333333333333333,1.0,0.17394501679990915,ns
ROI.17 [],ROI.22 [],6,11,1.3333333333333333,1.9090909090909092,0.46072664187025003,ns
ROI.17 [],ROI.27 [],6,1,1.3333333333333333,1.0,1.0,ns
ROI.17 [],ROI.31 [],6,8,1.3333333333333333,1.875,0.7047047760933877,ns
ROI.17 [],ROI.A [],6,3,1.3333333333333333,1.0,0.3729984836134872,ns
ROI.17 [],ROI.B [],6,2,1.3333333333333333,1.0,0.5083315735521454,ns
ROI.17 [],ROI.C [],6,2,1.3333333333333333,1.0,0.5083315735521454,ns
ROI.17 [],ROI.D [],6,11,1.3333333333333333,1.9090909090909092,0.46072664187025003,ns
ROI.17 [],ROI.E [],6,8,1.3333333333333333,1.5,0.5990205308644496,ns
ROI.17 [],ROI.F [],6,8,1.3333333333333333,1.625,0.5083315735521454,ns
ROI.18 [],ROI.19 [],7,7,1.4285714285714286,1.2857142857142858,0.6450135373174171,ns
ROI.18 [],ROI.20 [],7,5,1.4285714285714286,1.0,0.1309267579872193,ns
ROI.18 [],ROI.21 [],7,6,1.4285714285714286,1.0,0.09710972225903586,ns
ROI.18 [],ROI.22 [],7,11,1.4285714285714286,1.9090909090909092,0.6144334703722254,ns
ROI.18 [],ROI.27 [],7,1,1.4285714285714286,1.0,1.0,ns
ROI.18 [],ROI.31 [],7,8,1.4285714285714286,1.875,0.8948091185487497,ns
ROI.18 [],ROI.A [],7,3,1.4285714285714286,1.0,0.2530979089471155,ns
ROI.18 [],ROI.B [],7,2,1.4285714285714286,1.0,0.3729984836134872,ns
ROI.18 [],ROI.C [],7,2,1.4285714285714286,1.0,0.3729984836134872,ns
ROI.18 [],ROI.D [],7,11,1.4285714285714286,1.9090909090909092,0.6144334703722254,ns
ROI.18 [],ROI.E [],7,8,1.4285714285714286,1.5,0.841131840226228,ns
ROI.18 [],ROI.F [],7,8,1.4285714285714286,1.625,0.6956269408473399,ns
ROI.19 [],ROI.20 [],7,5,1.2857142857142858,1.0,0.25923136541396175,ns
ROI.19 [],ROI.21 [],7,6,1.2857142857142858,1.0,0.20999967175560952,ns
ROI.19 [],ROI.22 [],7,11,1.2857142857142858,1.9090909090909092,0.3503063327179553,ns
