ROI_A,ROI_B,n_A,n_B,Mean_A,Mean_B,p_value,Significance
ROI.01 [],ROI.02 [],1,2,24.789,33.287,1.0,ns
ROI.01 [],ROI.03 [],1,2,24.789,19.277,1.0,ns
ROI.01 [],ROI.04 [],1,2,24.789,24.2825,1.0,ns
ROI.01 [],ROI.06 [],1,1,24.789,51.77799999999999,1.0,ns
ROI.01 [],ROI.09 [],1,9,24.789,26.11488888888889,1.0,ns
ROI.01 [],ROI.10 [],1,11,24.789,25.734454545454547,1.0,ns
ROI.01 [],ROI.11 [],1,13,24.789,22.28046153846154,1.0,ns
ROI.01 [],ROI.12 [],1,8,24.789,26.59425,1.0,ns
ROI.01 [],ROI.13 [],1,8,24.789,23.157250000000005,1.0,ns
ROI.01 [],ROI.14 [],1,6,24.789,26.446,1.0,ns
ROI.01 [],ROI.16 [],1,9,24.789,26.339333333333332,1.0,ns
ROI.01 [],ROI.17 [],1,9,24.789,26.558666666666667,1.0,ns
ROI.01 [],ROI.18 [],1,10,24.789,25.5283,1.0,ns
ROI.01 [],ROI.19 [],1,9,24.789,25.615777777777772,1.0,ns
ROI.01 [],ROI.20 [],1,6,24.789,25.946333333333328,1.0,ns
ROI.01 [],ROI.21 [],1,8,24.789,26.1545,1.0,ns
ROI.01 [],ROI.22 [],1,24,24.789,25.219541666666668,1.0,ns
ROI.01 [],ROI.24 [],1,1,24.789,32.77699999999999,1.0,ns
ROI.01 [],ROI.27 [],1,1,24.789,5.777000000000001,1.0,ns
ROI.01 [],ROI.31 [],1,22,24.789,25.939181818181815,1.0,ns
ROI.01 [],ROI.A [],1,3,24.789,17.781000000000002,1.0,ns
ROI.01 [],ROI.B [],1,3,24.789,20.280666666666672,1.0,ns
ROI.01 [],ROI.C [],1,1,24.789,23.779,1.0,ns
ROI.01 [],ROI.D [],1,24,24.789,27.656916666666664,1.0,ns
ROI.01 [],ROI.E [],1,12,24.789,24.823583333333335,1.0,ns
ROI.01 [],ROI.F [],1,17,24.789,24.338705882352944,1.0,ns
ROI.02 [],ROI.03 [],2,2,33.287,19.277,0.6666666666666666,ns
ROI.02 [],ROI.04 [],2,2,33.287,24.2825,1.0,ns
ROI.02 [],ROI.06 [],2,1,33.287,51.77799999999999,1.0,ns
ROI.02 [],ROI.09 [],2,9,33.287,26.11488888888889,0.43636363636363634,ns
ROI.02 [],ROI.10 [],2,11,33.287,25.734454545454547,0.41025641025641024,ns
ROI.02 [],ROI.11 [],2,13,33.287,22.28046153846154,0.22857142857142856,ns
ROI.02 [],ROI.12 [],2,8,33.287,26.59425,0.5333333333333333,ns
ROI.02 [],ROI.13 [],2,8,33.287,23.157250000000005,0.4,ns
ROI.02 [],ROI.14 [],2,6,33.287,26.446,0.6428571428571428,ns
ROI.02 [],ROI.16 [],2,9,33.287,26.339333333333332,0.43636363636363634,ns
ROI.02 [],ROI.17 [],2,9,33.287,26.558666666666667,0.32727272727272727,ns
ROI.02 [],ROI.18 [],2,10,33.287,25.5283,0.36363636363636365,ns
ROI.02 [],ROI.19 [],2,9,33.287,25.615777777777772,0.32727272727272727,ns
ROI.02 [],ROI.20 [],2,6,33.287,25.946333333333328,0.42857142857142855,ns
ROI.02 [],ROI.21 [],2,8,33.287,26.1545,0.5333333333333333,ns
ROI.02 [],ROI.22 [],2,24,33.287,25.219541666666668,0.6153846153846154,ns
ROI.02 [],ROI.24 [],2,1,33.287,32.77699999999999,1.0,ns
ROI.02 [],ROI.27 [],2,1,33.287,5.777000000000001,1.0,ns
ROI.02 [],ROI.31 [],2,22,33.287,25.939181818181815,0.5869565217391304,ns
ROI.02 [],ROI.A [],2,3,33.287,17.781000000000002,0.4,ns
ROI.02 [],ROI.B [],2,3,33.287,20.280666666666672,0.4,ns
ROI.02 [],ROI.C [],2,1,33.287,23.779,1.0,ns
ROI.02 [],ROI.D [],2,24,33.287,27.656916666666664,0.7446153846153847,ns
ROI.02 [],ROI.E [],2,12,33.287,24.823583333333335,0.3516483516483517,ns
ROI.02 [],ROI.F [],2,17,33.287,24.338705882352944,0.49122807017543857,ns
ROI.03 [],ROI.04 [],2,2,19.277,24.2825,1.0,ns
ROI.03 [],ROI.06 [],2,1,19.277,51.77799999999999,1.0,ns
ROI.03 [],ROI.09 [],2,9,19.277,26.11488888888889,0.5818181818181818,ns
ROI.03 [],ROI.10 [],2,11,19.277,25.734454545454547,0.5128205128205128,ns
ROI.03 [],ROI.11 [],2,13,19.277,22.28046153846154,0.8,ns
ROI.03 [],ROI.12 [],2,8,19.277,26.59425,0.5333333333333333,ns
ROI.03 [],ROI.13 [],2,8,19.277,23.157250000000005,0.888888888888889,ns
ROI.03 [],ROI.14 [],2,6,19.277,26.446,0.6428571428571428,ns
ROI.03 [],ROI.16 [],2,9,19.277,26.339333333333332,0.43636363636363634,ns
ROI.03 [],ROI.17 [],2,9,19.277,26.558666666666667,0.43636363636363634,ns
ROI.03 [],ROI.18 [],2,10,19.277,25.5283,0.6060606060606061,ns
ROI.03 [],ROI.19 [],2,9,19.277,25.615777777777772,0.5818181818181818,ns
ROI.03 [],ROI.20 [],2,6,19.277,25.946333333333328,0.42857142857142855,ns
ROI.03 [],ROI.21 [],2,8,19.277,26.1545,0.5333333333333333,ns
ROI.03 [],ROI.22 [],2,24,19.277,25.219541666666668,0.7446153846153847,ns
ROI.03 [],ROI.24 [],2,1,19.277,32.77699999999999,1.0,ns
ROI.03 [],ROI.27 [],2,1,19.277,5.777000000000001,1.0,ns
ROI.03 [],ROI.31 [],2,22,19.277,25.939181818181815,0.6521739130434782,ns
ROI.03 [],ROI.A [],2,3,19.277,17.781000000000002,0.8,ns
ROI.03 [],ROI.B [],2,3,19.277,20.280666666666672,1.0,ns
ROI.03 [],ROI.C [],2,1,19.277,23.779,1.0,ns
ROI.03 [],ROI.D [],2,24,19.277,27.656916666666664,0.49846153846153846,ns
ROI.03 [],ROI.E [],2,12,19.277,24.823583333333335,0.5494505494505495,ns
ROI.03 [],ROI.F [],2,17,19.277,24.338705882352944,0.7485380116959064,ns
ROI.04 [],ROI.06 [],2,1,24.2825,51.77799999999999,1.0,ns
ROI.04 [],ROI.09 [],2,9,24.2825,26.11488888888889,0.9090909090909092,ns
ROI.04 [],ROI.10 [],2,11,24.2825,25.734454545454547,1.0,ns
ROI.04 [],ROI.11 [],2,13,24.2825,22.28046153846154,0.5714285714285714,ns
ROI.04 [],ROI.12 [],2,8,24.2825,26.59425,0.888888888888889,ns
ROI.04 [],ROI.13 [],2,8,24.2825,23.157250000000005,0.888888888888889,ns
ROI.04 [],ROI.14 [],2,6,24.2825,26.446,0.8571428571428571,ns
ROI.04 [],ROI.16 [],2,9,24.2825,26.339333333333332,1.0,ns
